1,71.82646271998007
1,26.406502261681112
2,6.562846459834752
3,33.895442381851666
4,55.30332313157085
5,66.5956947864981
6,21.652620947806547
7,36.922534357142055
8,57.74183997906905
9,63.18122917672644
10,77.54575185961606
11,120.00583694504233
12,4.858843280638158
13,89.38147781200301
14,26.331003727274215
15,54.70625847224066
16,60.96162914508439
17,101.90559132679799
18,75.81082571961362
19,4.8821692717151635
20,4.225662625253257
21,4.8203563087695445
22,43.517349219918174
23,19.953826515965876
24,45.23498263297313
25,4.4945068582871155
